from_country,to_country,rank,televote,event_type,year,running_order_position
Azerbaijan,Cyprus,16,11,semi-final 1,2017,15
Azerbaijan,Czechia,7,14,semi-final 1,2017,14
Azerbaijan,Finland,11,16,semi-final 1,2017,7
Azerbaijan,Georgia,5,1,semi-final 1,2017,2
Azerbaijan,Greece,15,13,semi-final 1,2017,10
Azerbaijan,Iceland,9,12,semi-final 1,2017,13
Azerbaijan,Latvia,10,7,semi-final 1,2017,18
Azerbaijan,Moldova,6,2,semi-final 1,2017,12
Azerbaijan,Montenegro,3,6,semi-final 1,2017,6
Azerbaijan,Poland,8,10,semi-final 1,2017,11
Azerbaijan,Portugal,1,3,semi-final 1,2017,9
Azerbaijan,Slovenia,12,15,semi-final 1,2017,17
Azerbaijan,Sweden,13,5,semi-final 1,2017,1
Belgium,Albania,14,12,semi-final 1,2017,4
Belgium,Armenia,13,4,semi-final 1,2017,16
Belgium,Australia,2,10,semi-final 1,2017,3
Belgium,Azerbaijan,6,15,semi-final 1,2017,8
Belgium,Cyprus,3,7,semi-final 1,2017,15
Belgium,Czechia,5,13,semi-final 1,2017,14
Belgium,Finland,11,8,semi-final 1,2017,7
Belgium,Georgia,8,16,semi-final 1,2017,2
Belgium,Greece,12,5,semi-final 1,2017,10
Belgium,Iceland,9,11,semi-final 1,2017,13
Belgium,Latvia,16,17,semi-final 1,2017,18
Belgium,Moldova,10,2,semi-final 1,2017,12
Belgium,Montenegro,17,14,semi-final 1,2017,6
Belgium,Poland,7,3,semi-final 1,2017,11
Belgium,Portugal,4,1,semi-final 1,2017,9
Belgium,Slovenia,15,9,semi-final 1,2017,17
Belgium,Sweden,1,6,semi-final 1,2017,1
Cyprus,Albania,16,17,semi-final 1,2017,4
Cyprus,Armenia,6,3,semi-final 1,2017,16
Cyprus,Australia,4,9,semi-final 1,2017,3
Cyprus,Azerbaijan,7,2,semi-final 1,2017,8
Cyprus,Belgium,8,7,semi-final 1,2017,5
Cyprus,Czechia,10,15,semi-final 1,2017,14
Cyprus,Finland,5,12,semi-final 1,2017,7
Cyprus,Georgia,14,10,semi-final 1,2017,2
Cyprus,Greece,1,1,semi-final 1,2017,10
Cyprus,Iceland,11,13,semi-final 1,2017,13
Cyprus,Latvia,15,11,semi-final 1,2017,18
Cyprus,Moldova,12,4,semi-final 1,2017,12
Cyprus,Montenegro,17,16,semi-final 1,2017,6
Cyprus,Poland,9,8,semi-final 1,2017,11
Cyprus,Portugal,2,5,semi-final 1,2017,9
